,ResponseId,Q409,eBMRQ_total,BMRQ_emotion,BMRQ_sensorimotor,BMRQ_moodreg,BMRQ_musicseek,BMRQ_socialreward,BMRQ_absorption,Gold_total,Gold_activeengagement,Gold_perceptualabilities,Gold_musicaltraining,Gold_singingabilities,Gold_emotion,Gold_musicalsophistication,AIMS_total,PASS_total,PASS_sex,PASS_eating,PASS_touch,PASS_feeling,PASS_sound,PASS_vision,PASS_movement,PASS_temperature,PASS_general,PASS_smell,PASS_noaud,name,value,stim,rating,pre_post,stim_type
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X48_Q397,8,48,liking,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X1_Q454,2,1,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X2_Q454,8,2,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X3_Q454,9,3,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X4_Q454,9,4,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X5_Q454,3,5,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X6_Q454,2,6,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X7_Q454,6,7,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X8_Q454,8,8,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X9_Q454,7,9,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X10_Q454,8,10,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X11_Q454,6,11,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X12_Q454,6,12,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X13_Q454,2,13,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X14_Q454,8,14,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X15_Q454,6,15,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X16_Q454,6,16,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X17_Q454,8,17,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X18_Q454,2,18,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X19_Q454,3,19,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X20_Q454,8,20,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X21_Q454,8,21,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X22_Q454,8,22,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X23_Q454,6,23,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X24_Q454,7,24,liking,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X25_Q454,8,25,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X26_Q454,3,26,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X27_Q454,7,27,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X28_Q454,8,28,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X29_Q454,8,29,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X30_Q454,7,30,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X31_Q454,6,31,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X32_Q454,8,32,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X33_Q454,9,33,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X34_Q454,7,34,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X35_Q454,7,35,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X36_Q454,5,36,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X37_Q454,8,37,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X38_Q454,9,38,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X39_Q454,6,39,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X40_Q454,6,40,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X41_Q454,9,41,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X42_Q454,7,42,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X43_Q454,7,43,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X44_Q454,8,44,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X45_Q454,7,45,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X46_Q454,8,46,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X47_Q454,7,47,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X48_Q454,9,48,liking,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X1_Q402,2,1,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X2_Q402,9,2,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X3_Q402,8,3,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X4_Q402,1,4,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X5_Q402,2,5,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X6_Q402,2,6,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X7_Q402,8,7,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X8_Q402,7,8,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X9_Q402,1,9,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X10_Q402,1,10,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X11_Q402,2,11,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X12_Q402,2,12,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X13_Q402,2,13,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X14_Q402,2,14,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X15_Q402,2,15,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X16_Q402,2,16,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X17_Q402,1,17,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X18_Q402,8,18,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X19_Q402,1,19,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X20_Q402,2,20,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X21_Q402,2,21,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X22_Q402,7,22,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X23_Q402,2,23,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X24_Q402,2,24,speech,pre,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X25_Q402,2,25,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X26_Q402,2,26,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X27_Q402,2,27,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X28_Q402,2,28,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X29_Q402,2,29,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X30_Q402,2,30,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X31_Q402,2,31,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X32_Q402,2,32,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X33_Q402,2,33,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X34_Q402,2,34,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X35_Q402,2,35,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X36_Q402,2,36,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X37_Q402,2,37,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X38_Q402,1,38,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X39_Q402,1,39,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X40_Q402,2,40,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X41_Q402,1,41,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X42_Q402,1,42,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X43_Q402,2,43,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X44_Q402,2,44,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X45_Q402,5,45,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X46_Q402,2,46,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X47_Q402,7,47,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X48_Q402,2,48,speech,pre,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X1_Q406,2,1,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X2_Q406,9,2,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X3_Q406,9,3,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X4_Q406,1,4,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X5_Q406,2,5,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X6_Q406,2,6,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X7_Q406,8,7,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X8_Q406,7,8,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X9_Q406,1,9,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X10_Q406,1,10,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X11_Q406,2,11,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X12_Q406,7,12,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X13_Q406,1,13,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X14_Q406,2,14,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X15_Q406,2,15,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X16_Q406,2,16,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X17_Q406,1,17,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X18_Q406,8,18,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X19_Q406,1,19,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X20_Q406,2,20,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X21_Q406,9,21,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X22_Q406,9,22,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X23_Q406,2,23,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X24_Q406,2,24,speech,post,illusion
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X25_Q406,2,25,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X26_Q406,2,26,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X27_Q406,2,27,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X28_Q406,2,28,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X29_Q406,2,29,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X30_Q406,2,30,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X31_Q406,2,31,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X32_Q406,2,32,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X33_Q406,1,33,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X34_Q406,2,34,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X35_Q406,2,35,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X36_Q406,2,36,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X37_Q406,2,37,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X38_Q406,2,38,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X39_Q406,1,39,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X40_Q406,2,40,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X41_Q406,7,41,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X42_Q406,1,42,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X43_Q406,2,43,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X44_Q406,2,44,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X45_Q406,8,45,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X46_Q406,2,46,speech,post,control
1,11370500,Laurel,102,19,18,17,12,16,20,2.4054,2,2,0.83333,3,4.5,1.9444,146,9,1,1,2,0,0,2,3,1,0,0,9,X47_Q406,9,47,speech,post,control
